id,campaign_id,metric_date,impressions,clicks,spend,conversions,revenue,likes,shares,saves,comments_count,video_views,profile_visits,created_at
934,fa_camp_0067,2025-06-11,9382,567,41.8,93,12076.28,354,69,55,0,3729,151,2025-06-15T21:28:03.490205
935,fa_camp_0067,2025-06-12,8824,292,76.87,43,13276.41,610,44,42,0,2933,187,2025-06-15T21:28:03.490212
936,fa_camp_0067,2025-06-13,8204,762,33.89,69,9640.59,534,34,23,0,2134,176,2025-06-15T21:28:03.490218
937,fa_camp_0067,2025-06-14,5468,333,76.25,21,7856.33,549,42,45,0,3440,220,2025-06-15T21:28:03.490224
938,fa_camp_0067,2025-06-15,8462,363,38.29,93,6631.79,498,15,61,0,4191,150,2025-06-15T21:28:03.490231
939,fa_camp_0068,2025-06-02,2628,88,14.8,7,673.06,394,29,32,0,838,14,2025-06-15T21:28:03.490243
940,fa_camp_0068,2025-06-03,5114,91,38.34,8,997.16,596,15,8,0,1519,29,2025-06-15T21:28:03.490250
941,fa_camp_0068,2025-06-04,2229,123,26.09,8,1206.38,304,37,29,0,1337,35,2025-06-15T21:28:03.490256
942,fa_camp_0068,2025-06-05,3137,50,31.12,7,1036.63,536,36,23,0,1835,15,2025-06-15T21:28:03.490263
943,fa_camp_0068,2025-06-06,3546,42,24.1,4,887.3,253,31,31,0,1906,29,2025-06-15T21:28:03.490270
944,fa_camp_0068,2025-06-07,3225,78,13.38,8,735.6,355,31,13,0,1155,24,2025-06-15T21:28:03.490277
945,fa_camp_0068,2025-06-08,3917,103,20.2,4,575.99,576,38,11,0,1420,32,2025-06-15T21:28:03.490283
946,fa_camp_0068,2025-06-09,2068,99,22.07,7,646.16,320,24,8,0,1515,28,2025-06-15T21:28:03.490289
947,fa_camp_0068,2025-06-10,3430,123,26.77,7,696.0,437,26,7,0,997,21,2025-06-15T21:28:03.490296
948,fa_camp_0068,2025-06-11,4981,64,19.61,8,829.8,260,8,6,0,2020,22,2025-06-15T21:28:03.490303
949,fa_camp_0068,2025-06-12,3616,103,23.4,8,1338.79,437,27,17,0,1571,19,2025-06-15T21:28:03.490309
950,fa_camp_0068,2025-06-13,4235,46,29.71,6,1308.79,505,23,27,0,1350,36,2025-06-15T21:28:03.490315
951,fa_camp_0068,2025-06-14,4526,90,33.9,5,1064.21,592,26,23,0,825,16,2025-06-15T21:28:03.490322
952,fa_camp_0068,2025-06-15,5083,45,33.54,6,515.05,288,41,16,0,2020,17,2025-06-15T21:28:03.490328
953,fa_camp_0069,2025-04-21,2756,132,333.03,4,321.44,524,24,20,0,0,21,2025-06-15T21:28:03.490340
954,fa_camp_0069,2025-04-22,2076,73,241.0,2,306.98,282,33,14,0,0,24,2025-06-15T21:28:03.490347
955,fa_camp_0069,2025-04-23,3655,45,302.5,1,242.82,242,33,6,0,0,13,2025-06-15T21:28:03.490353
956,fa_camp_0069,2025-04-24,5426,78,310.76,1,96.14,312,31,20,0,0,21,2025-06-15T21:28:03.490363
957,fa_camp_0069,2025-04-25,1900,45,282.89,1,190.34,292,11,13,0,0,22,2025-06-15T21:28:03.490369
958,fa_camp_0069,2025-04-26,3586,94,358.12,1,127.22,313,10,11,0,0,17,2025-06-15T21:28:03.490375
959,fa_camp_0069,2025-04-27,4166,123,247.16,4,289.51,390,8,9,0,0,24,2025-06-15T21:28:03.490382
960,fa_camp_0069,2025-04-28,3619,90,311.04,4,173.55,473,11,18,0,0,29,2025-06-15T21:28:03.490388
961,fa_camp_0069,2025-04-29,1970,129,236.93,2,234.74,489,7,10,0,0,31,2025-06-15T21:28:03.490394
962,fa_camp_0069,2025-04-30,3104,82,152.34,3,324.87,198,8,16,0,0,38,2025-06-15T21:28:03.490400
963,fa_camp_0069,2025-05-01,2236,47,208.46,3,199.94,285,22,5,0,0,24,2025-06-15T21:28:03.490408
964,fa_camp_0069,2025-05-02,2830,75,236.16,4,135.62,227,24,17,0,0,22,2025-06-15T21:28:03.490414
965,fa_camp_0069,2025-05-03,4732,72,160.15,1,124.22,218,18,15,0,0,33,2025-06-15T21:28:03.490420
966,fa_camp_0069,2025-05-04,3178,125,298.55,4,110.09,306,8,8,0,0,25,2025-06-15T21:28:03.490426
967,fa_camp_0070,2025-04-23,1462,83,147.76,11,2012.04,358,16,15,0,0,17,2025-06-15T21:28:03.490438
968,fa_camp_0070,2025-04-24,3451,80,227.84,5,2822.47,357,13,13,0,0,12,2025-06-15T21:28:03.490444
969,fa_camp_0070,2025-04-25,3654,62,173.49,5,1813.59,241,8,16,0,0,34,2025-06-15T21:28:03.490450
970,fa_camp_0070,2025-04-26,3509,67,282.45,5,968.94,290,12,12,0,0,17,2025-06-15T21:28:03.490456
971,fa_camp_0070,2025-04-27,2330,48,222.75,3,2435.89,368,10,10,0,0,32,2025-06-15T21:28:03.490463
972,fa_camp_0070,2025-04-28,3670,70,227.94,5,2720.41,208,12,15,0,0,14,2025-06-15T21:28:03.490469
973,fa_camp_0070,2025-04-29,2499,102,307.8,8,2141.88,275,7,17,0,0,16,2025-06-15T21:28:03.490475
974,fa_camp_0070,2025-04-30,2638,93,279.76,4,1060.44,376,14,18,0,0,17,2025-06-15T21:28:03.490483
975,fa_camp_0070,2025-05-01,1928,116,250.74,12,2683.73,130,9,14,0,0,23,2025-06-15T21:28:03.490490
976,fa_camp_0070,2025-05-02,3685,101,181.26,12,724.63,219,17,16,0,0,15,2025-06-15T21:28:03.490496
977,fa_camp_0070,2025-05-03,3049,79,315.14,12,1893.61,282,5,20,0,0,19,2025-06-15T21:28:03.490502
978,fa_camp_0070,2025-05-04,3507,79,283.05,9,1045.57,170,3,10,0,0,18,2025-06-15T21:28:03.490509
979,fa_camp_0070,2025-05-05,3352,66,331.68,12,3160.34,210,10,4,0,0,20,2025-06-15T21:28:03.490515
980,fa_camp_0070,2025-05-06,3829,71,172.23,10,1540.82,256,14,18,0,0,31,2025-06-15T21:28:03.490521
981,fa_camp_0071,2025-04-16,3201,36,182.98,1,1089.8,216,9,18,0,0,17,2025-06-15T21:28:03.490533
982,fa_camp_0071,2025-04-17,2620,48,132.65,5,2627.51,232,10,10,0,0,6,2025-06-15T21:28:03.490539
983,fa_camp_0071,2025-04-18,3684,29,197.8,1,2874.41,176,16,9,0,0,10,2025-06-15T21:28:03.490545
984,fa_camp_0071,2025-04-19,2341,24,172.55,4,2431.14,291,16,16,0,0,16,2025-06-15T21:28:03.490551
985,fa_camp_0071,2025-04-20,1840,51,194.26,5,1875.69,101,14,3,0,0,9,2025-06-15T21:28:03.490557
986,fa_camp_0071,2025-04-21,2139,56,104.01,3,2046.05,130,9,5,0,0,14,2025-06-15T21:28:03.490563
987,fa_camp_0071,2025-04-22,3913,22,140.74,2,1270.1,233,10,8,0,0,16,2025-06-15T21:28:03.490569
988,fa_camp_0071,2025-04-23,3515,44,159.69,1,985.91,167,7,13,0,0,16,2025-06-15T21:28:03.490575
989,fa_camp_0071,2025-04-24,2458,61,189.27,4,2086.55,297,6,16,0,0,11,2025-06-15T21:28:03.490581
990,fa_camp_0071,2025-04-25,3974,42,132.36,4,2133.91,178,11,17,0,0,13,2025-06-15T21:28:03.490587
991,fa_camp_0071,2025-04-26,1538,23,101.03,2,1736.74,105,5,14,0,0,10,2025-06-15T21:28:03.490594
992,fa_camp_0071,2025-04-27,1486,58,181.1,4,2696.44,213,4,11,0,0,9,2025-06-15T21:28:03.490600
993,fa_camp_0071,2025-04-28,1676,25,147.42,3,2210.64,260,8,13,0,0,10,2025-06-15T21:28:03.490606
994,fa_camp_0071,2025-04-29,3683,54,135.83,4,1421.78,139,4,19,0,0,6,2025-06-15T21:28:03.490612
995,fa_camp_0072,2025-05-04,6076,358,225.45,19,7258.04,432,53,18,0,0,55,2025-06-15T21:28:03.490624
996,fa_camp_0072,2025-05-05,7713,503,228.84,13,4481.15,516,31,42,0,0,135,2025-06-15T21:28:03.490635
997,fa_camp_0072,2025-05-06,5676,502,180.11,19,5112.79,279,11,22,0,0,152,2025-06-15T21:28:03.490641
998,fa_camp_0072,2025-05-07,4280,172,212.51,42,3823.94,262,38,9,0,0,61,2025-06-15T21:28:03.490647
999,fa_camp_0072,2025-05-08,4657,243,132.81,40,6047.13,467,19,21,0,0,92,2025-06-15T21:28:03.490654
1000,fa_camp_0072,2025-05-09,3481,488,180.99,35,2582.95,538,25,18,0,0,140,2025-06-15T21:28:03.490660
1001,fa_camp_0072,2025-05-10,2898,307,158.27,19,7348.01,299,10,42,0,0,103,2025-06-15T21:28:03.490666
1002,fa_camp_0072,2025-05-11,7234,332,154.12,58,3575.01,304,14,35,0,0,119,2025-06-15T21:28:03.490672
1003,fa_camp_0072,2025-05-12,3239,309,217.22,46,3629.29,281,46,21,0,0,62,2025-06-15T21:28:03.490679
1004,fa_camp_0072,2025-05-13,2825,199,222.64,23,1756.89,501,33,36,0,0,130,2025-06-15T21:28:03.490685
1005,fa_camp_0072,2025-05-14,5633,315,206.85,42,1876.78,469,55,35,0,0,138,2025-06-15T21:28:03.490691
1006,fa_camp_0072,2025-05-15,3924,315,116.82,15,4983.57,389,42,23,0,0,62,2025-06-15T21:28:03.490697
1007,fa_camp_0072,2025-05-16,3921,234,142.78,36,6546.41,237,40,7,0,0,106,2025-06-15T21:28:03.490703
1008,fa_camp_0072,2025-05-17,4122,279,86.77,21,2567.13,497,17,33,0,0,148,2025-06-15T21:28:03.490710
1009,fa_camp_0073,2025-04-22,1425,181,207.52,11,8046.14,379,14,6,0,0,59,2025-06-15T21:28:03.490722
1010,fa_camp_0073,2025-04-23,3602,167,103.09,5,6920.48,343,6,9,0,0,49,2025-06-15T21:28:03.490729
1011,fa_camp_0073,2025-04-24,3179,101,130.55,8,1951.69,131,6,7,0,0,81,2025-06-15T21:28:03.490735
1012,fa_camp_0073,2025-04-25,3646,132,222.98,7,3377.87,368,8,2,0,0,44,2025-06-15T21:28:03.490741
1013,fa_camp_0073,2025-04-26,2303,253,208.03,7,7331.93,219,4,4,0,0,83,2025-06-15T21:28:03.490747
1014,fa_camp_0073,2025-04-27,3716,292,197.84,12,4557.46,301,16,4,0,0,77,2025-06-15T21:28:03.490755
1015,fa_camp_0073,2025-04-28,2700,284,205.14,18,1889.71,189,8,3,0,0,63,2025-06-15T21:28:03.490761
1016,fa_camp_0073,2025-04-29,2233,283,249.43,10,6769.68,143,8,3,0,0,42,2025-06-15T21:28:03.490767
1017,fa_camp_0073,2025-04-30,2344,276,239.41,18,4222.81,225,9,3,0,0,81,2025-06-15T21:28:03.490773
1018,fa_camp_0073,2025-05-01,2602,194,216.38,14,4395.88,304,10,3,0,0,54,2025-06-15T21:28:03.490779
1019,fa_camp_0073,2025-05-02,1666,121,154.98,16,2325.83,301,6,2,0,0,31,2025-06-15T21:28:03.490785
1020,fa_camp_0073,2025-05-03,3246,144,110.66,15,2176.63,226,6,9,0,0,65,2025-06-15T21:28:03.490791
1021,fa_camp_0073,2025-05-04,2398,138,110.87,8,2690.42,355,4,8,0,0,29,2025-06-15T21:28:03.490797
1022,fa_camp_0073,2025-05-05,1243,138,143.34,4,8183.46,143,6,4,0,0,81,2025-06-15T21:28:03.490803
1023,fa_camp_0074,2025-05-05,4561,266,207.84,29,22556.78,239,9,29,0,2464,132,2025-06-15T21:28:03.490815
1024,fa_camp_0074,2025-05-06,4452,439,193.63,12,29419.3,370,28,33,0,2017,99,2025-06-15T21:28:03.490822
1025,fa_camp_0074,2025-05-07,6591,369,505.98,37,6269.53,484,28,24,0,2609,56,2025-06-15T21:28:03.490829
1026,fa_camp_0074,2025-05-08,6964,459,263.43,52,21819.74,287,35,19,0,3480,80,2025-06-15T21:28:03.490852
1027,fa_camp_0074,2025-05-09,3117,465,438.48,18,16290.58,443,37,15,0,3279,113,2025-06-15T21:28:03.490863
1028,fa_camp_0074,2025-05-10,5300,236,371.59,15,17371.62,557,11,33,0,3161,97,2025-06-15T21:28:03.490870
1029,fa_camp_0074,2025-05-11,3150,332,437.51,34,5884.1,462,22,21,0,2812,128,2025-06-15T21:28:03.490877
1030,fa_camp_0074,2025-05-12,3159,350,374.46,31,11873.79,336,42,22,0,3185,92,2025-06-15T21:28:03.490884
1031,fa_camp_0074,2025-05-13,3186,418,171.35,32,30218.76,491,30,35,0,2073,54,2025-06-15T21:28:03.490890
1032,fa_camp_0074,2025-05-14,3809,423,458.06,57,30322.21,615,29,34,0,2937,75,2025-06-15T21:28:03.490897
1033,fa_camp_0074,2025-05-15,4820,350,374.6,38,12041.97,261,21,31,0,2063,88,2025-06-15T21:28:03.490904
1034,fa_camp_0074,2025-05-16,4954,364,296.41,44,20241.85,282,30,27,0,1564,100,2025-06-15T21:28:03.490910
1035,fa_camp_0074,2025-05-17,7038,174,200.0,28,22030.46,364,25,6,0,1245,127,2025-06-15T21:28:03.490917
1036,fa_camp_0074,2025-05-18,6772,217,201.93,64,13684.72,562,11,12,0,2897,67,2025-06-15T21:28:03.490927
1037,fa_camp_0075,2025-04-06,4559,223,303.72,17,4899.86,762,15,13,0,2341,41,2025-06-15T21:28:03.490990
1038,fa_camp_0075,2025-04-07,3798,399,304.49,13,985.63,543,36,17,0,1719,116,2025-06-15T21:28:03.490997
1039,fa_camp_0075,2025-04-08,2883,353,302.2,27,5068.93,325,33,6,0,1722,40,2025-06-15T21:28:03.491005
1040,fa_camp_0075,2025-04-09,5070,161,308.89,10,4204.83,322,32,10,0,2768,66,2025-06-15T21:28:03.491011
1041,fa_camp_0075,2025-04-10,2956,299,309.62,12,1155.43,370,19,4,0,1086,107,2025-06-15T21:28:03.491018
1042,fa_camp_0075,2025-04-11,3074,207,378.35,15,2567.25,367,16,4,0,1087,88,2025-06-15T21:28:03.491024
1043,fa_camp_0075,2025-04-12,4501,200,283.19,27,4108.37,596,15,10,0,1181,82,2025-06-15T21:28:03.491030
1044,fa_camp_0075,2025-04-13,6181,149,335.75,30,4780.01,499,36,9,0,1450,54,2025-06-15T21:28:03.491036
1045,fa_camp_0075,2025-04-14,6314,324,299.24,20,1535.36,800,14,18,0,2784,90,2025-06-15T21:28:03.491062
1046,fa_camp_0075,2025-04-15,7319,229,291.73,17,2936.48,367,19,17,0,1791,115,2025-06-15T21:28:03.491072
1047,fa_camp_0075,2025-04-16,5341,372,333.02,26,4820.69,709,35,4,0,2202,69,2025-06-15T21:28:03.491078
1048,fa_camp_0075,2025-04-17,3663,387,484.2,6,5247.27,539,25,15,0,2961,42,2025-06-15T21:28:03.491085
1049,fa_camp_0075,2025-04-18,7130,213,386.6,21,2447.47,875,31,19,0,1196,93,2025-06-15T21:28:03.491092
1050,fa_camp_0075,2025-04-19,5440,288,410.35,18,1529.55,530,24,3,0,2786,63,2025-06-15T21:28:03.491098
1051,fa_camp_0076,2025-03-22,479,24,50.2,4,806.83,102,7,2,0,450,9,2025-06-15T21:28:03.491116
1052,fa_camp_0076,2025-03-23,728,13,66.12,1,507.42,104,12,1,0,478,5,2025-06-15T21:28:03.491123
1053,fa_camp_0076,2025-03-24,836,21,46.35,1,216.95,66,12,2,0,517,10,2025-06-15T21:28:03.491129
1054,fa_camp_0076,2025-03-25,484,22,57.72,4,283.17,82,6,3,0,481,5,2025-06-15T21:28:03.491136
1055,fa_camp_0076,2025-03-26,696,31,26.07,1,824.92,61,12,2,0,365,8,2025-06-15T21:28:03.491142
1056,fa_camp_0076,2025-03-27,595,14,72.04,4,264.97,56,6,2,0,386,7,2025-06-15T21:28:03.491148
1057,fa_camp_0076,2025-03-28,1217,25,28.91,0,732.78,121,12,2,0,566,5,2025-06-15T21:28:03.491155
1058,fa_camp_0076,2025-03-29,1031,28,28.05,3,215.49,59,7,3,0,560,3,2025-06-15T21:28:03.491163
1059,fa_camp_0076,2025-03-30,677,12,63.42,1,826.49,108,13,4,0,535,8,2025-06-15T21:28:03.491170
1060,fa_camp_0076,2025-03-31,1078,19,48.3,1,839.23,117,2,1,0,211,3,2025-06-15T21:28:03.491176
1061,fa_camp_0076,2025-04-01,679,31,39.93,1,460.96,122,2,2,0,420,5,2025-06-15T21:28:03.491182
1062,fa_camp_0076,2025-04-02,1324,31,33.53,1,416.92,118,9,2,0,212,5,2025-06-15T21:28:03.491188
1063,fa_camp_0076,2025-04-03,1190,15,74.57,1,469.54,57,8,2,0,493,3,2025-06-15T21:28:03.491195
1064,fa_camp_0076,2025-04-04,626,26,26.51,3,701.19,68,9,2,0,206,8,2025-06-15T21:28:03.491201
1065,fa_camp_0077,2025-05-16,898,93,178.3,5,2267.8,91,4,1,0,416,21,2025-06-15T21:28:03.491215
1066,fa_camp_0077,2025-05-17,1123,82,164.79,8,3021.67,89,6,4,0,306,17,2025-06-15T21:28:03.491221
1067,fa_camp_0077,2025-05-18,1215,101,193.72,9,1791.41,99,5,2,0,600,26,2025-06-15T21:28:03.491229
1068,fa_camp_0077,2025-05-19,1710,61,179.92,3,1424.74,62,8,1,0,320,22,2025-06-15T21:28:03.491235
1069,fa_camp_0077,2025-05-20,1811,61,140.64,4,2706.16,115,2,3,0,537,28,2025-06-15T21:28:03.491242
1070,fa_camp_0077,2025-05-21,1211,59,198.99,4,3030.97,81,1,1,0,294,26,2025-06-15T21:28:03.491248
1071,fa_camp_0077,2025-05-22,1499,56,117.82,5,2674.26,111,4,3,0,489,25,2025-06-15T21:28:03.491255
1072,fa_camp_0077,2025-05-23,1849,50,202.84,2,1816.09,117,7,2,0,416,25,2025-06-15T21:28:03.491261
1073,fa_camp_0077,2025-05-24,880,70,222.6,6,1935.32,59,8,4,0,707,23,2025-06-15T21:28:03.491267
1074,fa_camp_0077,2025-05-25,1389,48,117.44,7,1035.87,101,2,2,0,644,12,2025-06-15T21:28:03.491273
1075,fa_camp_0077,2025-05-26,1691,61,193.98,6,2894.76,74,4,4,0,247,17,2025-06-15T21:28:03.491279
1076,fa_camp_0077,2025-05-27,892,97,134.68,6,2238.57,65,6,2,0,734,10,2025-06-15T21:28:03.491287
1077,fa_camp_0077,2025-05-28,1401,99,98.06,9,1246.55,82,8,3,0,377,18,2025-06-15T21:28:03.491295
1078,fa_camp_0077,2025-05-29,1348,101,138.69,2,2874.49,45,2,4,0,563,20,2025-06-15T21:28:03.491301
1079,fa_camp_0078,2025-04-10,437,6,45.14,0,30.15,38,1,1,0,116,2,2025-06-15T21:28:03.491314
1080,fa_camp_0078,2025-04-11,356,8,34.19,0,37.31,33,2,3,0,118,3,2025-06-15T21:28:03.491321
1081,fa_camp_0078,2025-04-12,646,9,29.52,0,9.9,45,1,2,0,303,1,2025-06-15T21:28:03.491328
1082,fa_camp_0078,2025-04-13,610,7,21.21,0,32.81,37,3,0,0,152,3,2025-06-15T21:28:03.491334
1083,fa_camp_0078,2025-04-14,654,5,37.77,0,35.4,19,1,3,0,265,1,2025-06-15T21:28:03.491340
1084,fa_camp_0078,2025-04-15,724,9,46.37,0,11.99,36,1,0,0,241,3,2025-06-15T21:28:03.491347
1085,fa_camp_0078,2025-04-16,356,10,44.08,0,12.31,42,1,3,0,309,2,2025-06-15T21:28:03.491353
1086,fa_camp_0078,2025-04-17,590,10,24.81,0,13.04,36,2,2,0,122,3,2025-06-15T21:28:03.491359
1087,fa_camp_0078,2025-04-18,472,10,29.77,0,19.24,52,1,3,0,161,2,2025-06-15T21:28:03.491365
1088,fa_camp_0078,2025-04-19,579,8,34.86,0,25.43,47,3,1,0,220,3,2025-06-15T21:28:03.491371
1089,fa_camp_0078,2025-04-20,532,5,45.58,0,10.99,21,2,1,0,215,2,2025-06-15T21:28:03.491377
1090,fa_camp_0078,2025-04-21,774,8,25.97,0,42.42,18,1,2,0,298,2,2025-06-15T21:28:03.491383
1091,fa_camp_0078,2025-04-22,512,8,25.04,0,46.16,24,1,1,0,205,3,2025-06-15T21:28:03.491391
1092,fa_camp_0078,2025-04-23,685,5,21.06,0,17.3,37,2,3,0,199,1,2025-06-15T21:28:03.491398
1093,fa_camp_0079,2025-05-22,5736,461,250.03,36,6036.94,426,15,17,0,0,132,2025-06-15T21:28:03.491410
1094,fa_camp_0079,2025-05-23,4720,307,140.27,32,11727.3,316,29,20,0,0,123,2025-06-15T21:28:03.491416
1095,fa_camp_0079,2025-05-24,4306,407,295.01,27,6866.8,152,19,18,0,0,126,2025-06-15T21:28:03.491423
1096,fa_camp_0079,2025-05-25,4782,389,129.66,35,6527.16,363,31,42,0,0,114,2025-06-15T21:28:03.491430
1097,fa_camp_0079,2025-05-26,4307,238,184.07,29,9725.97,397,22,35,0,0,137,2025-06-15T21:28:03.491436
1098,fa_camp_0079,2025-05-27,5895,454,168.69,28,17066.97,422,30,37,0,0,136,2025-06-15T21:28:03.491443
1099,fa_camp_0079,2025-05-28,2598,387,267.3,27,11978.62,421,15,9,0,0,133,2025-06-15T21:28:03.491449
1100,fa_camp_0079,2025-05-29,4323,429,260.37,25,7446.33,286,21,40,0,0,92,2025-06-15T21:28:03.491455
1101,fa_camp_0079,2025-05-30,5894,185,272.31,27,9533.75,176,16,9,0,0,74,2025-06-15T21:28:03.491461
1102,fa_camp_0079,2025-05-31,5239,465,319.72,14,6613.27,249,27,32,0,0,103,2025-06-15T21:28:03.491468
1103,fa_camp_0079,2025-06-01,3571,500,266.76,20,10822.31,364,29,16,0,0,95,2025-06-15T21:28:03.491474
1104,fa_camp_0079,2025-06-02,4057,412,322.34,9,9924.45,174,16,17,0,0,80,2025-06-15T21:28:03.491481
1105,fa_camp_0079,2025-06-03,5951,338,112.57,14,11239.98,184,25,23,0,0,97,2025-06-15T21:28:03.491487
1106,fa_camp_0079,2025-06-04,3927,421,324.97,8,15785.72,222,13,28,0,0,68,2025-06-15T21:28:03.491493
1107,fa_camp_0080,2025-05-03,4087,268,77.63,11,848.37,442,22,12,0,2911,52,2025-06-15T21:28:03.491505
1108,fa_camp_0080,2025-05-04,4793,114,93.81,19,857.71,323,47,14,0,1426,38,2025-06-15T21:28:03.491512
1109,fa_camp_0080,2025-05-05,4973,206,128.31,17,1283.22,630,53,16,0,1612,70,2025-06-15T21:28:03.491519
1110,fa_camp_0080,2025-05-06,3151,151,115.27,22,1194.83,729,52,36,0,1814,54,2025-06-15T21:28:03.491525
1111,fa_camp_0080,2025-05-07,5062,165,53.99,24,1761.01,489,52,16,0,2140,44,2025-06-15T21:28:03.491532
1112,fa_camp_0080,2025-05-08,2943,167,97.67,17,1447.65,315,58,33,0,3002,78,2025-06-15T21:28:03.491539
1113,fa_camp_0080,2025-05-09,7417,187,69.08,7,1114.52,696,23,32,0,1305,45,2025-06-15T21:28:03.491545
1114,fa_camp_0080,2025-05-10,3053,227,84.09,25,746.75,468,30,32,0,1642,71,2025-06-15T21:28:03.491551
1115,fa_camp_0080,2025-05-11,6864,287,66.18,22,1265.14,671,48,8,0,2623,54,2025-06-15T21:28:03.491558
1116,fa_camp_0080,2025-05-12,3890,230,120.9,12,1771.6,331,16,15,0,2424,70,2025-06-15T21:28:03.491566
1117,fa_camp_0080,2025-05-13,3930,281,95.65,26,1642.38,431,22,14,0,1509,59,2025-06-15T21:28:03.491572
1118,fa_camp_0080,2025-05-14,7805,133,46.21,9,666.4,341,41,11,0,3029,38,2025-06-15T21:28:03.491578
1119,fa_camp_0080,2025-05-15,4502,108,88.44,19,862.1,287,11,28,0,1431,76,2025-06-15T21:28:03.491585
1120,fa_camp_0080,2025-05-16,3214,124,77.81,21,556.18,554,23,31,0,1970,34,2025-06-15T21:28:03.491591
1121,fa_camp_0081,2025-05-20,2987,32,169.18,5,391.96,373,12,18,0,0,16,2025-06-15T21:28:03.491604
1122,fa_camp_0081,2025-05-21,3950,77,227.58,3,422.8,445,19,11,0,0,14,2025-06-15T21:28:03.491611
1123,fa_camp_0081,2025-05-22,3730,38,167.0,2,628.62,724,48,6,0,0,16,2025-06-15T21:28:03.491617
1124,fa_camp_0081,2025-05-23,4545,75,133.4,3,479.11,315,34,8,0,0,18,2025-06-15T21:28:03.491623
1125,fa_camp_0081,2025-05-24,4256,36,216.9,6,218.05,506,48,11,0,0,12,2025-06-15T21:28:03.491629
1126,fa_camp_0081,2025-05-25,6903,47,202.66,2,178.8,621,36,14,0,0,20,2025-06-15T21:28:03.491636
1127,fa_camp_0081,2025-05-26,6402,52,117.55,2,654.1,368,42,7,0,0,10,2025-06-15T21:28:03.491642
1128,fa_camp_0081,2025-05-27,7640,47,227.08,2,441.99,750,63,3,0,0,20,2025-06-15T21:28:03.491648
1129,fa_camp_0081,2025-05-28,4948,76,161.69,5,648.92,696,36,15,0,0,17,2025-06-15T21:28:03.491654
1130,fa_camp_0081,2025-05-29,3812,38,131.83,3,475.76,473,66,4,0,0,23,2025-06-15T21:28:03.491660
1131,fa_camp_0081,2025-05-30,3692,38,193.02,2,254.16,528,25,7,0,0,22,2025-06-15T21:28:03.491666
1132,fa_camp_0081,2025-05-31,4631,55,151.36,3,585.71,326,46,14,0,0,14,2025-06-15T21:28:03.491672
1133,fa_camp_0081,2025-06-01,3893,46,130.63,2,675.47,407,63,7,0,0,11,2025-06-15T21:28:03.491678
1134,fa_camp_0081,2025-06-02,7542,49,242.85,5,597.81,345,58,4,0,0,23,2025-06-15T21:28:03.491684
1135,fa_camp_0082,2025-05-23,5179,89,75.78,8,6395.8,357,8,57,0,0,32,2025-06-15T21:28:03.491695
1136,fa_camp_0082,2025-05-24,6414,90,80.2,9,4566.48,457,42,61,0,0,16,2025-06-15T21:28:03.491702
1137,fa_camp_0082,2025-05-25,4506,75,79.66,12,5003.44,270,40,13,0,0,31,2025-06-15T21:28:03.491708
1138,fa_camp_0082,2025-05-26,8637,114,62.96,7,4352.79,567,22,53,0,0,30,2025-06-15T21:28:03.491714
1139,fa_camp_0082,2025-05-27,3225,102,37.9,4,6505.42,586,12,23,0,0,22,2025-06-15T21:28:03.491720
1140,fa_camp_0082,2025-05-28,5799,62,74.17,11,6256.18,525,11,27,0,0,31,2025-06-15T21:28:03.491726
1141,fa_camp_0082,2025-05-29,7081,129,38.8,13,2623.48,243,12,54,0,0,21,2025-06-15T21:28:03.491732
1142,fa_camp_0082,2025-05-30,8757,120,73.81,12,2325.95,472,14,23,0,0,17,2025-06-15T21:28:03.491738
1143,fa_camp_0082,2025-05-31,6787,78,69.58,10,2597.26,369,43,47,0,0,31,2025-06-15T21:28:03.491744
1144,fa_camp_0082,2025-06-01,5381,62,76.57,13,3901.98,594,16,13,0,0,37,2025-06-15T21:28:03.491750
1145,fa_camp_0082,2025-06-02,9430,130,45.16,8,5468.58,397,19,25,0,0,26,2025-06-15T21:28:03.491756
1146,fa_camp_0082,2025-06-03,4440,73,59.07,5,5078.93,547,33,46,0,0,28,2025-06-15T21:28:03.491762
1147,fa_camp_0082,2025-06-04,5691,131,52.62,11,6547.01,440,17,43,0,0,14,2025-06-15T21:28:03.491768
1148,fa_camp_0082,2025-06-05,4009,53,30.91,4,3835.87,362,9,34,0,0,35,2025-06-15T21:28:03.491774
1149,fa_camp_0083,2025-05-07,4291,382,62.92,7,4500.72,319,16,10,0,1729,46,2025-06-15T21:28:03.491786
1150,fa_camp_0083,2025-05-08,2651,199,80.65,9,5254.61,224,16,12,0,702,73,2025-06-15T21:28:03.491793
1151,fa_camp_0083,2025-05-09,4485,264,95.13,6,3673.06,224,19,10,0,2068,98,2025-06-15T21:28:03.491800
1152,fa_camp_0083,2025-05-10,3372,207,87.38,4,3650.11,482,16,27,0,1886,50,2025-06-15T21:28:03.491806
1153,fa_camp_0083,2025-05-11,3970,295,99.3,5,4456.97,182,4,13,0,744,46,2025-06-15T21:28:03.491813
1154,fa_camp_0083,2025-05-12,2659,138,64.98,17,5184.17,330,21,12,0,1414,98,2025-06-15T21:28:03.491820
1155,fa_camp_0083,2025-05-13,4894,152,70.82,13,1403.02,483,21,10,0,730,89,2025-06-15T21:28:03.491826
