id,campaign_id,name,platform,status,objective,campaign_type,budget_type,budget_amount,spend_amount,remaining_budget,impressions,clicks,conversions,revenue,ctr,cpc,cpm,cpa,roas,likes,shares,saves,comments_count,total_engagement,engagement_rate,sentiment_score,overall_sentiment,positive_comments,neutral_comments,negative_comments,video_views,video_completion_rate,profile_visits,website_clicks,is_optimized,optimization_score,target_audience,ad_creative,campaign_settings,start_date,end_date,created_at,updated_at
61,fa_camp_0061,Precision Targeting with AI,facebook,active,traffic,demo_video,daily,2971.03,1228.92,890.16,49851,2499,96,45866.29,5.01,0.49,24.65,12.8,37.32,4136,194,259,5,4594,9.22,0.33,positive,2,2,1,0,0,749,2499,true,0.61,"{""age_range"": {""min"": 34, ""max"": 57}, ""genders"": ""male"", ""locations"": [""Cape Town"", ""Durban"", ""Pretoria""], ""interests"": [""technology"", ""marketing"", ""business"", ""automation"", ""AI""]}","{""headline"": ""Precision Targeting with AI"", ""description"": ""Unlock the power of AI to drive your marketing strategy in South Africa. With AI-Powered Customer Ta..."", ""call_to_action"": ""contact_us""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-05-09,,2025-06-15T20:52:55.355450,2025-06-15T20:52:55.355456
62,fa_camp_0062,Revolutionizing Market Insights,facebook,active,conversions,demo_video,daily,12139.9,4553.69,1711.34,34474,2312,255,46973.33,6.71,1.97,132.09,17.86,10.32,3384,281,134,5,3804,11.03,0.2,neutral,3,0,2,13789,0.37,693,2312,true,0.77,"{""age_range"": {""min"": 19, ""max"": 58}, ""genders"": ""male"", ""locations"": [""Johannesburg"", ""Durban""], ""interests"": [""technology"", ""AI"", ""automation"", ""business"", ""marketing""]}","{""headline"": ""Revolutionizing Market Insights"", ""description"": ""In the fast-paced South African market, understanding your audience is key. Our AI-Powered Customer ..."", ""call_to_action"": ""sign_up""}","{""placements"": [""feed"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-20,2025-06-25,2025-06-15T20:52:58.269490,2025-06-15T20:52:58.269493
63,fa_camp_0063,Smart Advertising Solutions,facebook,active,engagement,demo_video,daily,1632.35,982.0,314.28,16795,540,71,27061.69,3.22,1.82,58.47,13.83,27.56,1439,107,60,5,1611,9.59,0.21,positive,2,2,1,6718,0,162,540,true,0.87,"{""age_range"": {""min"": 33, ""max"": 45}, ""genders"": ""male"", ""locations"": [""Pretoria"", ""Durban"", ""Cape Town"", ""Johannesburg""], ""interests"": [""AI"", ""technology"", ""business"", ""automation"", ""marketing""]}","{""headline"": ""Smart Advertising Solutions"", ""description"": ""Say goodbye to guesswork in marketing! Our AI-Powered Customer Targeting solutions help South Africa..."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-03-28,2025-06-20,2025-06-15T20:53:01.293978,2025-06-15T20:53:01.293983
64,fa_camp_0064,Target the Right Audience Effortlessly,facebook,active,conversions,demo_video,daily,1469.55,725.5,985.4,74005,5571,668,272669.65,7.53,0.13,9.8,1.09,375.84,9079,582,188,5,9854,13.32,0.36,positive,3,1,1,29602,0.34,1671,5571,true,0.44,"{""age_range"": {""min"": 22, ""max"": 57}, ""genders"": ""male"", ""locations"": [""Johannesburg"", ""Cape Town"", ""Durban"", ""Pretoria""], ""interests"": [""technology"", ""automation"", ""business"", ""marketing""]}","{""headline"": ""Target the Right Audience Effortlessly"", ""description"": ""Are you tired of ineffective marketing campaigns? Our AI-Powered Customer Targeting can help South A..."", ""call_to_action"": ""contact_us""}","{""placements"": [""reels"", ""feed"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-01,2025-06-21,2025-06-15T20:53:04.101887,2025-06-15T20:53:04.101892
65,fa_camp_0065,Personalization at Scale,facebook,completed,conversions,demo_video,daily,3688.13,1350.16,284.12,1556,47,6,921.52,3.02,28.73,867.71,225.03,0.68,119,8,6,5,138,8.87,0.23,positive,2,2,1,622,0,14,47,true,0.73,"{""age_range"": {""min"": 35, ""max"": 57}, ""genders"": ""male"", ""locations"": [""Pretoria"", ""Cape Town"", ""Durban"", ""Johannesburg""], ""interests"": [""AI"", ""marketing"", ""business""]}","{""headline"": ""Personalization at Scale"", ""description"": ""In a diverse country like South Africa, personalization is crucial. Our AI-Powered Customer Targetin..."", ""call_to_action"": ""get_quote""}","{""placements"": [""stories"", ""reels"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-04-24,,2025-06-15T20:53:06.812638,2025-06-15T20:53:06.812642
66,fa_camp_0066,Smart Marketing for Smart Businesses,facebook,active,conversions,image_post,daily,5890.56,3059.84,667.08,63251,3432,513,93784.14,5.43,0.89,48.38,5.96,30.65,7387,277,214,5,7883,12.46,0.31,positive,2,2,1,25300,0,1029,3432,true,0.89,"{""age_range"": {""min"": 26, ""max"": 61}, ""genders"": ""male"", ""locations"": [""Durban"", ""Johannesburg""], ""interests"": [""business"", ""automation"", ""AI"", ""technology"", ""marketing""]}","{""headline"": ""Smart Marketing for Smart Businesses"", ""description"": ""Unlock the potential of your South African business with AI-driven marketing campaigns. By leveragin..."", ""call_to_action"": ""learn_more""}","{""placements"": [""feed"", ""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-27,2025-07-02,2025-06-15T20:53:19.320660,2025-06-15T20:53:19.320662
67,fa_camp_0067,AI: The Future of ROI,facebook,paused,brand_awareness,image_post,daily,1889.46,727.95,389.22,98423,7433,783,143828.41,7.55,0.1,7.4,0.93,197.58,6528,611,580,5,7724,7.85,0.39,positive,3,1,1,39369,0.57,2229,7433,false,0.67,"{""age_range"": {""min"": 32, ""max"": 61}, ""genders"": ""female"", ""locations"": [""Cape Town"", ""Durban"", ""Johannesburg"", ""Pretoria""], ""interests"": [""technology"", ""marketing"", ""automation"", ""AI"", ""business""]}","{""headline"": ""AI: The Future of ROI"", ""description"": ""In a rapidly evolving market, South African businesses need to stay ahead. AI marketing tools can an..."", ""call_to_action"": ""sign_up""}","{""placements"": [""reels"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-06-02,,2025-06-15T20:53:22.450659,2025-06-15T20:53:22.450662
68,fa_camp_0068,Maximize Your Marketing Efforts,facebook,active,traffic,image_post,daily,780.68,372.13,314.66,51691,1164,74,11092.78,2.25,0.32,7.2,5.03,29.81,5579,345,267,5,6196,11.99,0.41,positive,3,1,1,20676,0.68,349,1164,true,0.4,"{""age_range"": {""min"": 33, ""max"": 62}, ""genders"": ""male"", ""locations"": [""Cape Town"", ""Pretoria""], ""interests"": [""technology"", ""AI"", ""marketing"", ""business"", ""automation""]}","{""headline"": ""Maximize Your Marketing Efforts"", ""description"": ""Are you ready to take your marketing strategy to the next level? With intelligent campaigns powered ..."", ""call_to_action"": ""sign_up""}","{""placements"": [""feed"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-06-02,,2025-06-15T20:53:25.765946,2025-06-15T20:53:25.765949
69,fa_camp_0069,Transform Your Marketing Game,facebook,paused,conversions,image_post,daily,9271.54,3740.7,4784.18,52160,1234,39,2686.41,2.37,3.03,71.72,95.92,0.72,4913,285,172,5,5375,10.3,0.37,positive,3,1,1,0,0,370,1234,false,0.77,"{""age_range"": {""min"": 25, ""max"": 47}, ""genders"": ""male"", ""locations"": [""Pretoria"", ""Cape Town"", ""Durban"", ""Johannesburg""], ""interests"": [""AI"", ""automation"", ""technology"", ""marketing"", ""business""]}","{""headline"": ""Transform Your Marketing Game"", ""description"": ""Transform how you approach marketing with AI solutions tailored for South African businesses. From d..."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-21,2025-06-22,2025-06-15T20:53:28.530270,2025-06-15T20:53:28.530273
70,fa_camp_0070,Drive Profits with AI,facebook,active,conversions,image_post,daily,6775.49,3210.28,2708.05,39067,1091,107,27809.63,2.79,2.94,82.17,30.0,8.66,3568,146,204,5,3923,10.04,0.19,neutral,2,1,2,0,0,327,1091,true,0.89,"{""age_range"": {""min"": 35, ""max"": 56}, ""genders"": ""all"", ""locations"": [""Durban"", ""Pretoria"", ""Johannesburg""], ""interests"": [""technology"", ""automation"", ""marketing"", ""AI""]}","{""headline"": ""Drive Profits with AI"", ""description"": ""Ready to drive profits like never before? Leverage the power of AI in your marketing campaigns to ga..."", ""call_to_action"": ""sign_up""}","{""placements"": [""reels"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-23,,2025-06-15T20:53:32.936974,2025-06-15T20:53:32.936979
71,fa_camp_0071,Unlocking Growth with AI,facebook,active,brand_awareness,infographic_post,daily,5773.73,1962.22,1910.82,37137,583,57,25059.4,1.57,3.37,52.84,34.42,12.77,2794,137,165,5,3101,8.35,0.41,positive,3,1,1,0,0.41,174,583,true,0.53,"{""age_range"": {""min"": 25, ""max"": 45}, ""genders"": ""all"", ""locations"": [""Durban"", ""Pretoria""], ""interests"": [""business"", ""technology"", ""automation"", ""marketing""]}","{""headline"": ""Unlocking Growth with AI"", ""description"": ""Discover how AI-driven lead generation can revolutionize your South African business. Leverage data ..."", ""call_to_action"": ""learn_more""}","{""placements"": [""stories"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-16,,2025-06-15T20:53:41.538549,2025-06-15T20:53:41.538554
72,fa_camp_0072,AI: Your New Marketing Assistant,facebook,active,brand_awareness,infographic_post,daily,4045.99,2185.79,3638.0,72568,4752,493,70013.23,6.55,0.46,30.12,4.43,32.03,5415,457,360,5,6237,8.59,0.43,positive,3,1,1,0,0,1425,4752,true,0.82,"{""age_range"": {""min"": 33, ""max"": 60}, ""genders"": ""female"", ""locations"": [""Cape Town"", ""Durban"", ""Johannesburg""], ""interests"": [""automation"", ""technology"", ""marketing"", ""business""]}","{""headline"": ""AI: Your New Marketing Assistant"", ""description"": ""Transform your lead generation efforts with AI solutions specifically crafted for South African entr..."", ""call_to_action"": ""contact_us""}","{""placements"": [""feed"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-05-04,2025-08-03,2025-06-15T20:53:44.439184,2025-06-15T20:53:44.439187
73,fa_camp_0073,Harnessing AI for Better Leads,facebook,active,traffic,infographic_post,daily,4829.97,2443.33,1560.83,34729,2743,186,68840.08,7.9,0.89,70.35,13.14,28.17,3656,139,80,5,3880,11.17,0.37,positive,3,1,1,0,0.49,822,2743,true,0.42,"{""age_range"": {""min"": 34, ""max"": 54}, ""genders"": ""female"", ""locations"": [""Johannesburg"", ""Cape Town""], ""interests"": [""marketing"", ""business"", ""AI"", ""technology""]}","{""headline"": ""Harnessing AI for Better Leads"", ""description"": ""In today's digital age, AI-driven lead generation is essential for South African businesses looking ..."", ""call_to_action"": ""sign_up""}","{""placements"": [""stories"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-04-22,2025-06-20,2025-06-15T20:53:46.980341,2025-06-15T20:53:46.980346
74,fa_camp_0074,Smart Leads with AI Insights,facebook,active,conversions,infographic_post,daily,11221.44,4769.76,5744.62,83479,4455,538,259420.6,5.34,1.07,57.14,8.87,54.39,5754,352,305,5,6416,7.69,0.29,positive,2,2,1,33391,0.47,1336,4455,false,0.42,"{""age_range"": {""min"": 35, ""max"": 53}, ""genders"": ""female"", ""locations"": [""Johannesburg"", ""Pretoria""], ""interests"": [""marketing"", ""technology"", ""business"", ""automation""]}","{""headline"": ""Smart Leads with AI Insights"", ""description"": ""Are you ready to elevate your marketing game? Our infographic showcases the power of AI-driven lead ..."", ""call_to_action"": ""get_quote""}","{""placements"": [""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-05-05,,2025-06-15T20:53:49.729728,2025-06-15T20:53:49.729734
75,fa_camp_0075,AI-Powered Marketing Revolution,facebook,active,brand_awareness,infographic_post,daily,9663.84,4663.49,9271.43,70226,3744,284,43595.4,5.33,1.25,66.41,16.42,9.35,8228,396,173,5,8802,12.53,0.31,positive,2,2,1,28090,0,1123,3744,false,0.58,"{""age_range"": {""min"": 21, ""max"": 50}, ""genders"": ""female"", ""locations"": [""Cape Town"", ""Johannesburg"", ""Pretoria""], ""interests"": [""marketing"", ""automation"", ""business"", ""technology""]}","{""headline"": ""AI-Powered Marketing Revolution"", ""description"": ""Step into the future with AI-driven lead generation tailored for South African businesses. Our infog..."", ""call_to_action"": ""get_quote""}","{""placements"": [""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-06,,2025-06-15T20:53:52.491601,2025-06-15T20:53:52.491604
76,fa_camp_0076,Unlock Your Potential with AI,facebook,paused,engagement,demo_video,daily,990.57,706.17,179.0,13289,323,41,7030.22,2.43,2.19,53.14,17.22,9.96,1279,110,42,5,1436,10.81,0.32,positive,3,1,1,5315,0.37,96,323,true,0.82,"{""age_range"": {""min"": 22, ""max"": 47}, ""genders"": ""male"", ""locations"": [""Durban"", ""Johannesburg"", ""Cape Town""], ""interests"": [""AI"", ""automation"", ""business""]}","{""headline"": ""Unlock Your Potential with AI"", ""description"": ""Discover how intelligent campaigns can transform your business's marketing strategy in South Africa...."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-03-22,,2025-06-15T20:54:00.789800,2025-06-15T20:54:00.789806
77,fa_camp_0077,Elevate Your Marketing Strategy,facebook,active,traffic,demo_video,daily,6915.06,2581.03,3511.95,17313,977,86,25733.43,5.64,2.64,149.08,30.01,9.97,1189,71,38,5,1303,7.53,0.43,positive,4,0,1,6925,0,293,977,false,0.7,"{""age_range"": {""min"": 25, ""max"": 46}, ""genders"": ""male"", ""locations"": [""Pretoria"", ""Johannesburg""], ""interests"": [""technology"", ""marketing"", ""automation"", ""business""]}","{""headline"": ""Elevate Your Marketing Strategy"", ""description"": ""Experience the power of AI in marketing with our innovative intelligent campaigns. Designed specific..."", ""call_to_action"": ""contact_us""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-05-16,,2025-06-15T20:54:03.948861,2025-06-15T20:54:03.948864
78,fa_camp_0078,AI-Powered Success Stories,facebook,active,traffic,demo_video,daily,1221.58,574.66,643.86,7621,115,3,380.74,1.51,5.0,75.4,191.55,0.66,497,31,32,5,565,7.41,0.29,positive,2,2,1,3048,0.31,34,115,false,0.6,"{""age_range"": {""min"": 26, ""max"": 55}, ""genders"": ""all"", ""locations"": [""Pretoria"", ""Johannesburg"", ""Durban"", ""Cape Town""], ""interests"": [""automation"", ""marketing"", ""AI""]}","{""headline"": ""AI-Powered Success Stories"", ""description"": ""Join the ranks of successful South African businesses leveraging AI for smarter marketing. Our intel..."", ""call_to_action"": ""sign_up""}","{""placements"": [""reels"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-04-10,2025-07-09,2025-06-15T20:54:06.919406,2025-06-15T20:54:06.919412
79,fa_camp_0079,Revolutionize Your Advertisements,facebook,active,brand_awareness,demo_video,daily,8014.11,3061.06,1113.1,60835,4748,312,151597.04,7.8,0.64,50.32,9.81,49.52,4160,281,352,5,4798,7.89,0.21,positive,2,2,1,0,0.55,1424,4748,true,0.35,"{""age_range"": {""min"": 28, ""max"": 53}, ""genders"": ""male"", ""locations"": [""Johannesburg"", ""Cape Town"", ""Durban""], ""interests"": [""technology"", ""automation"", ""AI"", ""marketing""]}","{""headline"": ""Revolutionize Your Advertisements"", ""description"": ""Say goodbye to guesswork in your marketing efforts. Our AI-driven campaigns help South African busin..."", ""call_to_action"": ""contact_us""}","{""placements"": [""stories"", ""feed"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-05-22,2025-08-06,2025-06-15T20:54:09.791707,2025-06-15T20:54:09.791712
80,fa_camp_0080,Transform Your Business with AI Insights,facebook,completed,engagement,demo_video,daily,1463.29,1207.81,1838.84,73924,2824,222,16154.25,3.82,0.43,16.34,5.44,13.37,7032,529,313,5,7879,10.66,0.29,positive,2,2,1,29569,0.59,847,2824,true,0.67,"{""age_range"": {""min"": 22, ""max"": 49}, ""genders"": ""all"", ""locations"": [""Johannesburg"", ""Durban"", ""Cape Town"", ""Pretoria""], ""interests"": [""technology"", ""marketing"", ""AI""]}","{""headline"": ""Transform Your Business with AI Insights"", ""description"": ""Unlock valuable insights into consumer behavior with our AI marketing campaigns. Tailored for the So..."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-05-03,2025-08-02,2025-06-15T20:54:12.161315,2025-06-15T20:54:12.161322
81,fa_camp_0081,Revolutionize Your Strategy with AI,facebook,active,traffic,video_ad,daily,3850.29,2374.22,1833.84,72335,764,51,5831.74,1.06,3.11,32.82,46.55,2.46,7380,569,155,5,8109,11.21,0.4,positive,3,1,1,0,0.37,229,764,false,0.45,"{""age_range"": {""min"": 35, ""max"": 59}, ""genders"": ""all"", ""locations"": [""Durban"", ""Cape Town""], ""interests"": [""marketing"", ""technology"", ""business"", ""AI"", ""automation""]}","{""headline"": ""Revolutionize Your Strategy with AI"", ""description"": ""Unlock the potential of Artificial Intelligence to elevate your marketing game in South Africa. By h..."", ""call_to_action"": ""learn_more""}","{""placements"": [""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-05-20,2025-08-02,2025-06-15T20:54:23.187125,2025-06-15T20:54:23.187127
82,fa_camp_0082,AI: Your New Marketing Partner,facebook,completed,brand_awareness,video_ad,daily,1467.99,772.96,1008.15,88460,1227,127,58146.94,1.39,0.63,8.74,6.09,75.23,5594,376,505,5,6480,7.33,0.26,positive,2,2,1,0,0,368,1227,false,0.37,"{""age_range"": {""min"": 34, ""max"": 51}, ""genders"": ""all"", ""locations"": [""Johannesburg"", ""Durban""], ""interests"": [""AI"", ""business"", ""automation"", ""marketing""]}","{""headline"": ""AI: Your New Marketing Partner"", ""description"": ""Discover how AI can serve as your ultimate marketing partner in South Africa. From predictive analyt..."", ""call_to_action"": ""sign_up""}","{""placements"": [""stories"", ""feed"", ""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-05-23,2025-07-26,2025-06-15T20:54:26.285344,2025-06-15T20:54:26.285346
83,fa_camp_0083,Elevate Engagement with AI,facebook,active,traffic,video_ad,daily,2638.68,1637.24,1059.34,49143,3734,153,45295.51,7.6,0.44,33.32,10.7,27.67,4834,185,262,5,5286,10.76,0.43,positive,3,1,1,19657,0,1120,3734,true,0.88,"{""age_range"": {""min"": 28, ""max"": 47}, ""genders"": ""all"", ""locations"": [""Cape Town"", ""Johannesburg""], ""interests"": [""automation"", ""technology"", ""AI"", ""business""]}","{""headline"": ""Elevate Engagement with AI"", ""description"": ""Engagement is key in today\u2019s competitive market. Leverage AI to analyze consumer behavior and create..."", ""call_to_action"": ""sign_up""}","{""placements"": [""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-05-07,2025-07-27,2025-06-15T20:54:29.516556,2025-06-15T20:54:29.516559
84,fa_camp_0084,The Future of Marketing is AI,facebook,active,conversions,video_ad,daily,7590.56,4074.15,3361.04,38878,2724,393,32082.89,7.01,1.5,104.79,10.37,7.87,3919,151,151,5,4226,10.87,0.39,positive,3,1,1,0,0,817,2724,true,0.62,"{""age_range"": {""min"": 33, ""max"": 57}, ""genders"": ""female"", ""locations"": [""Johannesburg"", ""Durban"", ""Pretoria""], ""interests"": [""marketing"", ""AI"", ""business"", ""technology"", ""automation""]}","{""headline"": ""The Future of Marketing is AI"", ""description"": ""Step into the future of marketing by integrating AI into your strategy. South African businesses are..."", ""call_to_action"": ""sign_up""}","{""placements"": [""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-05-06,2025-08-14,2025-06-15T20:54:33.758759,2025-06-15T20:54:33.758762
85,fa_camp_0085,Maximize ROI with AI Solutions,facebook,active,engagement,video_ad,daily,1031.57,666.78,435.08,31955,629,16,6579.29,1.97,1.06,20.87,41.67,9.87,2782,216,149,5,3152,9.86,0.23,positive,2,1,2,12782,0.77,188,629,true,0.73,"{""age_range"": {""min"": 31, ""max"": 61}, ""genders"": ""male"", ""locations"": [""Durban"", ""Johannesburg"", ""Cape Town""], ""interests"": [""technology"", ""AI"", ""automation"", ""business"", ""marketing""]}","{""headline"": ""Maximize ROI with AI Solutions"", ""description"": ""Maximize your return on investment by implementing AI marketing solutions tailored for South Africa...."", ""call_to_action"": ""contact_us""}","{""placements"": [""reels"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""cost_cap""}",2025-04-13,,2025-06-15T20:54:36.305143,2025-06-15T20:54:36.305148
86,fa_camp_0086,Revolutionize Your Marketing with AI Insights,facebook,paused,conversions,infographic_post,daily,9444.53,3842.14,3100.91,87132,4028,421,43664.23,4.62,0.95,44.1,9.13,11.36,7325,636,179,5,8145,9.35,0.27,positive,2,2,1,0,0,1208,4028,true,0.4,"{""age_range"": {""min"": 22, ""max"": 46}, ""genders"": ""female"", ""locations"": [""Johannesburg"", ""Pretoria"", ""Durban""], ""interests"": [""technology"", ""AI"", ""business"", ""marketing"", ""automation""]}","{""headline"": ""Revolutionize Your Marketing with AI Insights"", ""description"": ""As South African businesses strive to stay competitive, leveraging AI for marketing strategies is no..."", ""call_to_action"": ""learn_more""}","{""placements"": [""reels"", ""stories"", ""feed""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-18,2025-07-07,2025-06-15T20:54:45.499476,2025-06-15T20:54:45.499482
87,fa_camp_0087,Unlock the Power of AI in Marketing,facebook,active,conversions,infographic_post,daily,7324.91,4401.82,7097.01,80498,2853,343,86480.17,3.54,1.54,54.68,12.83,19.65,5256,662,265,5,6188,7.69,0.28,positive,3,1,1,0,0.36,855,2853,true,0.69,"{""age_range"": {""min"": 23, ""max"": 58}, ""genders"": ""male"", ""locations"": [""Pretoria"", ""Johannesburg"", ""Durban""], ""interests"": [""automation"", ""AI"", ""business"", ""marketing""]}","{""headline"": ""Unlock the Power of AI in Marketing"", ""description"": ""Embrace the future of marketing by integrating AI into your strategy. South African businesses can u..."", ""call_to_action"": ""contact_us""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-04-15,,2025-06-15T20:54:48.198598,2025-06-15T20:54:48.198601
88,fa_camp_0088,AI-Driven Marketing: A Game Changer for SA Businesses,facebook,paused,engagement,infographic_post,daily,9548.89,3927.37,5630.3,12272,567,31,3403.8,4.62,6.93,320.03,126.69,0.87,880,85,61,5,1031,8.4,0.37,positive,3,1,1,4908,0.38,170,567,false,0.66,"{""age_range"": {""min"": 21, ""max"": 57}, ""genders"": ""all"", ""locations"": [""Durban"", ""Johannesburg""], ""interests"": [""marketing"", ""technology"", ""business""]}","{""headline"": ""AI-Driven Marketing: A Game Changer for SA Businesses"", ""description"": ""AI-driven marketing is redefining how South African businesses connect with their audiences. By harn..."", ""call_to_action"": ""get_quote""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-04-12,2025-07-03,2025-06-15T20:54:50.963441,2025-06-15T20:54:50.963444
89,fa_camp_0089,Elevate Your Brand with AI Marketing,facebook,paused,conversions,infographic_post,daily,6673.05,2831.02,340.32,81029,4123,350,67101.73,5.09,0.69,34.94,8.09,23.7,6539,427,333,5,7304,9.01,0.39,positive,3,1,1,32411,0.77,1236,4123,false,0.67,"{""age_range"": {""min"": 34, ""max"": 61}, ""genders"": ""all"", ""locations"": [""Pretoria"", ""Johannesburg""], ""interests"": [""automation"", ""technology"", ""marketing""]}","{""headline"": ""Elevate Your Brand with AI Marketing"", ""description"": ""In today's digital landscape, South African businesses must elevate their branding efforts. AI marke..."", ""call_to_action"": ""contact_us""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""bid_cap""}",2025-03-22,2025-07-17,2025-06-15T20:54:53.711918,2025-06-15T20:54:53.711924
90,fa_camp_0090,AI Marketing: The Key to Customer Engagement,facebook,active,engagement,infographic_post,daily,2782.38,1503.45,866.58,34976,1975,163,73317.44,5.65,0.76,42.99,9.22,48.77,3021,163,140,5,3329,9.52,0.16,neutral,2,1,2,13990,0.61,592,1975,false,0.74,"{""age_range"": {""min"": 35, ""max"": 53}, ""genders"": ""male"", ""locations"": [""Cape Town"", ""Johannesburg""], ""interests"": [""automation"", ""AI"", ""business"", ""marketing""]}","{""headline"": ""AI Marketing: The Key to Customer Engagement"", ""description"": ""Customer engagement is crucial for success, and AI marketing is the key to achieving it. South Afric..."", ""call_to_action"": ""sign_up""}","{""placements"": [""reels""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-06-04,,2025-06-15T20:54:56.814958,2025-06-15T20:54:56.814961
91,fa_camp_0091,Transforming Retail with AI,facebook,paused,traffic,carousel_post,daily,6218.61,2896.62,4726.93,11390,801,63,26433.64,7.03,3.62,254.31,45.98,9.13,966,94,28,5,1093,9.6,0.39,positive,3,1,1,0,0.31,240,801,false,0.47,"{""age_range"": {""min"": 31, ""max"": 52}, ""genders"": ""female"", ""locations"": [""Pretoria"", ""Durban""], ""interests"": [""AI"", ""automation"", ""technology"", ""marketing"", ""business""]}","{""headline"": ""Transforming Retail with AI"", ""description"": ""Discover how South African retail businesses are harnessing the power of AI to enhance customer expe..."", ""call_to_action"": ""sign_up""}","{""placements"": [""reels"", ""stories""], ""schedule"": {""start_time"": ""09:00"", ""end_time"": ""20:00""}, ""bid_strategy"": ""lowest_cost""}",2025-04-29,2025-07-06,2025-06-15T20:55:05.850022,2025-06-15T20:55:05.850025
