id,campaign_id,comment_id,comment_text,sentiment_score,username,likes,replies,created_at
447,fa_camp_0090,comment_337689,I'm curious about how effective AI can really be for smaller businesses.,0.0,business_analyst,15,0,2025-05-26T05:49:26.290360
448,fa_camp_0090,comment_518744,I've seen mixed results with AI tools; not all of them are as helpful as advertised.,-0.5,skeptical_user,6,3,2025-06-10T06:23:02.731779
449,fa_camp_0090,comment_374065,Customer engagement is so important; using AI could really help us connect better.,0.7,engaged_user,34,3,2025-06-10T17:07:10.291089
450,fa_camp_0090,comment_809181,Can AI really replace the human touch in customer service? Not so sure about that.,-0.3,thoughtful_editor,12,0,2025-05-30T22:24:01.124259
451,fa_camp_0091,comment_979992,This is exciting! AI in retail can really enhance the shopping experience in South Africa.,0.9,happyshopper,4,1,2025-05-18T20:07:13.904668
452,fa_camp_0091,comment_755007,Interesting use of technology! I wonder how it will affect local jobs?,0.0,curiousmind,11,0,2025-05-22T19:58:45.967506
453,fa_camp_0091,comment_598797,I think AI can help businesses better understand customer needs.,0.7,techlover,1,0,2025-06-08T22:22:38.229679
454,fa_camp_0091,comment_656433,Not sure if AI is the answer. Seems more about profit than customer care.,-0.5,concernedcitizen,11,2,2025-05-25T00:37:03.780727
455,fa_camp_0091,comment_689141,It's great to see SA businesses innovating! Can't wait to see the results.,0.85,futurefan,7,0,2025-05-18T12:12:36.391879
456,fa_camp_0092,comment_816390,Amazing to see our local businesses embracing AI for improved service! Proud of South Africa!,0.9,user001,15,0,2025-06-09T17:09:17.946197
457,fa_camp_0092,comment_750902,Interesting read! AI could really change the game for our hospitality industry.,0.6,user456,13,1,2025-06-11T00:29:47.899440
458,fa_camp_0092,comment_418231,I'm curious about how effective these AI solutions truly are. Need to see more real examples.,0.0,user789,1,3,2025-05-30T01:00:31.582308
459,fa_camp_0092,comment_876349,Not sure AI is the answer for everything. Human touch matters too!,-0.5,user222,14,0,2025-05-26T14:14:11.234404
460,fa_camp_0092,comment_256237,This trend is exciting! Can't wait to see how it evolves in our restaurants and hotels.,0.7,user333,0,2,2025-05-22T23:58:49.763282
461,fa_camp_0093,comment_521113,I'm loving how AI is making online shopping so much easier! South Africa is really catching up!,0.9,shopfan22,6,0,2025-06-12T14:54:58.980269
462,fa_camp_0093,comment_333902,Interesting developments in e-commerce. Curious to see how AI continues to evolve in South Africa.,0.0,neutralobserver,8,0,2025-06-10T22:08:42.027129
463,fa_camp_0093,comment_296746,"AI in shopping seems cool, but what about the data privacy concerns? Just saying!",-0.6,safeyfirst,7,0,2025-05-31T05:09:24.220736
464,fa_camp_0093,comment_400299,This is a game changer for local businesses! Excited to see more AI integrations.,0.85,businessbuilder,11,0,2025-06-12T14:55:22.696922
465,fa_camp_0093,comment_534150,Not sure how I feel about AI taking over shopping. Sometimes I prefer a personal touch.,-0.3,oldschoolshopper,9,3,2025-06-09T05:31:53.230528
466,fa_camp_0094,comment_451146,Amazing to see South African farmers using AI! This will truly transform agriculture.,0.9,agri_lover,18,1,2025-05-31T17:14:35.711014
467,fa_camp_0094,comment_590576,"AI in farming sounds interesting, but how accessible is it for small-scale farmers?",0.1,curious_farm,18,0,2025-06-03T08:44:29.345512
468,fa_camp_0094,comment_403286,"Impressive tech, but I hope traditional farming methods aren't completely replaced. Balance is key!",0.2,sustainable_gardener,18,0,2025-06-11T22:46:19.632013
469,fa_camp_0094,comment_460210,Finally! This is what we need to boost our economy and food production!,0.85,farm_fan,31,0,2025-05-19T21:26:39.279655
470,fa_camp_0094,comment_462184,Sounds like another tech fad that won't last long in our unique farming conditions.,-0.7,skeptical_eyes,22,0,2025-05-25T09:18:07.642669
471,fa_camp_0095,comment_800162,It's amazing to see how AI is transforming banking in South Africa! Customer service will never be the same again.,0.9,happybanker,50,0,2025-06-10T15:07:54.758812
472,fa_camp_0095,comment_845546,"AI in finance could improve response times, but I hope the personal touch isn't lost.",0.5,curiousmind,35,0,2025-05-21T09:14:04.427428
473,fa_camp_0095,comment_740090,Really impressed by the use of AI! Exciting times for South African banking.,0.85,techlover,32,0,2025-05-29T18:13:31.459829
474,fa_camp_0095,comment_266199,"Sure, AI can help, but I still prefer talking to a real person for complex issues.",-0.3,oldschool,36,2,2025-05-27T16:16:36.304939
475,fa_camp_0095,comment_359140,"This sounds interesting, but I wonder how secure our data will be with AI involved.",0.2,doubtingthomas,33,0,2025-05-21T18:19:19.231246
476,fa_camp_0096,comment_481926,Can't wait to learn how AI is changing the game for marketers! This is super exciting!,0.9,marketingGuru,13,0,2025-06-02T03:02:37.498549
477,fa_camp_0096,comment_512741,Interesting topic! AI's role in marketing seems to be growing rapidly.,0.5,curiousMind,13,3,2025-05-30T15:54:11.460674
478,fa_camp_0096,comment_842328,Looking forward to seeing what's next in the marketing world with AI advancements.,0.7,futureThinker,16,0,2025-05-24T22:03:23.304983
479,fa_camp_0096,comment_968488,I don't think AI can fully replace creative thinking in marketing.,-0.5,scepticalUser,1,0,2025-05-19T20:50:49.733113
480,fa_camp_0096,comment_346029,"This sounds like a great opportunity, but I wonder if it will be too technical for beginners.",0.2,questioningUser,14,0,2025-06-07T10:11:24.677479
481,fa_camp_0097,comment_771048,This live stream sounds exciting! Can't wait to see how marketing evolves in SA!,0.9,happycamper,18,0,2025-05-31T21:31:37.566922
482,fa_camp_0097,comment_960425,Looking forward to gaining insights on future marketing trends. Count me in!,0.85,marketingmaven,8,0,2025-05-31T08:16:58.782087
483,fa_camp_0097,comment_165473,"Interesting topic, but I hope it doesn’t just focus on big brands.",0.0,thinker21,10,0,2025-06-08T00:53:17.490172
484,fa_camp_0097,comment_942412,I’m not sure how this will help small businesses like mine.,-0.3,smallbizowner,1,0,2025-05-31T00:20:26.831300
485,fa_camp_0097,comment_771155,Sounds like another marketing gimmick. Hope it’s worth my time.,-0.5,scepticalviewer,14,0,2025-05-24T23:51:37.123675
486,fa_camp_0098,comment_382091,This sounds fantastic! Can't wait to learn how AI can help my business grow!,0.9,smallbizowner01,73,0,2025-06-01T10:55:13.400362
487,fa_camp_0098,comment_757121,Interesting topic! I’m curious to see how AI can be applied in my field.,0.5,curiousentrepreneur,20,0,2025-05-29T18:16:41.087780
488,fa_camp_0098,comment_964373,"I'm not sure about AI's impact on small businesses, but I'm willing to listen.",0.0,skepticaluser,28,0,2025-05-26T03:55:36.641280
489,fa_camp_0098,comment_160698,I’ve heard mixed reviews about AI. Hope this stream clears things up.,0.2,balancedview,56,0,2025-05-29T00:36:54.691399
490,fa_camp_0098,comment_866824,AI won't save small businesses; hard work is what truly matters!,-0.6,realist25,66,0,2025-06-03T12:12:33.496070
491,fa_camp_0099,comment_495842,AI in marketing is a game changer! Can't wait to hear more about it!,0.9,marketerJoe,24,0,2025-06-10T17:10:39.185472
492,fa_camp_0099,comment_594886,"Interesting topic, but I wonder about privacy issues.",0.2,curiousCat,17,0,2025-06-01T23:01:22.966820
493,fa_camp_0099,comment_539946,Data-driven marketing is definitely the future! Excited for this discussion!,0.85,dataDiva,0,2,2025-05-26T18:54:24.194189
494,fa_camp_0099,comment_127124,I have mixed feelings about using AI in marketing. Let’s see what this discussion brings!,0.1,neutralNina,13,0,2025-06-14T14:14:06.071358
495,fa_camp_0099,comment_782816,Not sure AI is the solution for everything. We need to balance technology and human touch.,-0.4,skepticalSam,6,0,2025-05-29T18:32:17.111463
496,fa_camp_0100,comment_631619,Can't wait to learn some new strategies! This workshop sounds awesome!,0.9,marketingGuru,15,1,2025-06-06T01:15:34.840230
497,fa_camp_0100,comment_336830,I’m intrigued! What specific topics will you cover in the workshop?,0.5,curiousMarketer,35,0,2025-05-24T11:08:50.573326
498,fa_camp_0100,comment_762354,"Sounds interesting, but I hope it’s not just another sales pitch.",0.3,skepticalViewer,30,0,2025-06-05T17:34:35.352617
499,fa_camp_0100,comment_465900,I'm all in! Ready to boost my marketing skills and see what you have to offer!,0.95,eagerLearner,36,2,2025-05-29T05:32:40.076094
500,fa_camp_0100,comment_725684,"This seems useful, but will it really deliver results?",0.2,doubter123,12,0,2025-06-15T08:13:11.616004
501,fa_camp_0101,comment_520102,Excited to see how AI can improve our marketing strategies! This sounds promising!,0.9,user456,72,0,2025-05-20T08:33:42.060250
502,fa_camp_0101,comment_959779,Looking forward to the insights! AI is definitely the future of customer targeting.,0.85,user789,35,0,2025-06-08T17:58:52.037504
503,fa_camp_0101,comment_692207,"This seems interesting, but I wonder how practical these AI solutions are for small businesses.",0.2,user321,37,0,2025-06-01T10:35:34.231495
504,fa_camp_0101,comment_823521,I’m skeptical about AI's effectiveness. Can it really outperform traditional methods?,-0.5,user654,5,0,2025-06-03T11:21:33.100014
505,fa_camp_0101,comment_389537,Will there be a Q&A session? I have a lot of questions about AI in marketing.,0.1,user987,70,0,2025-06-06T18:22:53.240960
506,fa_camp_0102,comment_933745,Can't wait to learn more about AI applications in customer insights! This is going to be informative!,0.9,happyuser,26,0,2025-06-15T01:09:56.473187
507,fa_camp_0102,comment_997658,Interesting topic! Looking forward to seeing what insights you have to share.,0.6,curiousmind,17,0,2025-06-13T02:46:26.329232
508,fa_camp_0102,comment_229111,"I hope this live stream is worth the time. AI is important, but execution matters too.",0.0,skepticalviewer,6,0,2025-06-10T05:38:26.623098
509,fa_camp_0102,comment_266140,"Sounds good, but I've seen many sessions like this. How will yours stand out?",-0.2,criticalthinker,2,0,2025-06-12T03:14:53.791592
510,fa_camp_0102,comment_115300,AI can be overrated sometimes. Let's hope for some real insights and not just hype!,-0.5,realist123,12,0,2025-06-07T13:24:28.812082
511,fa_camp_0103,comment_324824,I've been looking forward to this! AI is the future of customer engagement.,0.9,userA,33,2,2025-05-24T19:57:13.671775
512,fa_camp_0103,comment_713756,"This sounds interesting, but I'm not sure how AI can apply to my business.",0.2,userB,13,1,2025-06-12T08:54:47.342544
513,fa_camp_0103,comment_256825,Can't wait to learn about these new tactics. Let's go!,0.85,userC,18,2,2025-06-15T04:29:34.112115
514,fa_camp_0103,comment_127631,I hope this isn't just another marketing stunt.,-0.3,userD,29,0,2025-05-17T06:38:36.625643
515,fa_camp_0103,comment_651127,Excited to see how AI can improve customer relations. Count me in!,0.75,userE,15,0,2025-05-31T01:18:24.487911
516,fa_camp_0104,comment_252265,This sounds incredible! Can't wait to see how AI can boost our investments.,0.9,investor01,48,1,2025-05-24T12:29:06.475567
517,fa_camp_0104,comment_625142,Looking forward to learning about the latest AI tools for ROI.,0.7,aienthusiast,8,0,2025-06-08T12:59:27.984801
518,fa_camp_0104,comment_683130,"Seems interesting, but I'm skeptical about AI changes in finance.",0.1,cautious_investor,68,0,2025-06-05T22:47:17.548450
519,fa_camp_0104,comment_634103,Hoping this live stream provides valuable insights on maximizing returns.,0.6,future_fund,15,0,2025-05-30T19:52:49.770784
520,fa_camp_0104,comment_916809,Not sure if AI can really make a difference in my investments.,-0.3,doubting_thomas,29,0,2025-06-08T03:41:02.320532
521,fa_camp_0105,comment_566369,Excited to see how AI will transform marketing strategies! Count me in!,0.9,marketingGuru,36,0,2025-05-29T05:50:19.476650
522,fa_camp_0105,comment_172820,Interesting topic! I wonder what new tools will be introduced.,0.5,curiousMind,36,0,2025-05-24T06:42:14.434042
523,fa_camp_0105,comment_326003,AI seems like a buzzword lately. Hope it’s not just hype!,0.2,skeptic101,37,0,2025-05-26T14:56:28.660786
524,fa_camp_0105,comment_939784,Looking forward to this! AI can really change how we approach consumers.,0.85,futureThinker,19,1,2025-06-05T15:01:52.775220
525,fa_camp_0105,comment_120938,Will this really work for small businesses? Not sure if it's for everyone.,0.1,practicalPete,8,0,2025-06-15T17:54:31.342835
526,fa_camp_0106,comment_620002,Excited to see how AI can transform our marketing strategies! Let's embrace the future!,0.9,userA,21,3,2025-06-15T17:07:55.600885
527,fa_camp_0106,comment_411247,"AI marketing sounds interesting, but I wonder how effective it really is for local businesses.",0.2,userB,20,0,2025-05-19T04:24:08.407616
528,fa_camp_0106,comment_168546,I believe AI can help us understand our customers better. Let's give it a go!,0.7,userC,16,0,2025-05-18T04:09:03.119253
529,fa_camp_0106,comment_830818,Not sure if AI is the answer. Personal touch is what matters most in our market.,-0.5,userD,16,0,2025-05-21T07:09:21.280559
530,fa_camp_0106,comment_364029,Looking forward to using AI tools to enhance our digital presence! Bring it on!,0.8,userE,2,0,2025-06-10T21:29:16.462401
531,fa_camp_0107,comment_889838,Embracing AI in marketing is a game changer! Can't wait to see the results!,0.9,user101,23,0,2025-06-08T14:03:00.628043
532,fa_camp_0107,comment_632621,"AI marketing seems interesting, but I'm curious about the costs involved.",0.0,user202,29,2,2025-06-12T10:50:24.180274
533,fa_camp_0107,comment_329443,Not sure if AI is the answer. Sometimes traditional methods work better.,-0.5,user303,13,0,2025-05-24T14:04:11.127824
534,fa_camp_0107,comment_609213,Absolutely agree! AI is transforming how we approach our audience.,0.85,user404,83,0,2025-06-05T09:45:29.461619
535,fa_camp_0107,comment_937207,"AI might be effective, but I still feel it lacks the human touch.",-0.3,user505,57,0,2025-06-11T12:07:31.486615
536,fa_camp_0108,comment_179027,I'm excited to see how AI can revolutionize our marketing strategies!,0.9,marketer101,7,0,2025-06-14T00:21:55.544252
537,fa_camp_0108,comment_138047,"Interesting concept, but I wonder if it's suitable for all businesses.",0.0,curious_cat,2,1,2025-05-30T01:31:12.666753
538,fa_camp_0108,comment_974160,"AI insights are amazing, but I hope they don’t replace human creativity!",0.6,creative_mind,0,0,2025-06-11T18:31:46.970125
539,fa_camp_0108,comment_386480,Seems more hype than substance. I need to see real results first.,-0.5,skeptic_sam,1,0,2025-05-23T14:11:23.037605
540,fa_camp_0108,comment_712703,This could be a game-changer for my small business. Can't wait to try it!,0.85,smallbizhero,5,0,2025-05-29T15:54:49.836946
541,fa_camp_0109,comment_344500,Exciting times ahead for South African businesses with AI! Can't wait to see the innovations unfold.,0.9,userA,17,0,2025-05-27T02:13:10.286216
542,fa_camp_0109,comment_456415,AI can definitely enhance marketing strategies. Looking forward to more businesses adopting these technologies.,0.7,userB,42,0,2025-06-09T20:54:04.581965
543,fa_camp_0109,comment_501880,Interesting concept! I wonder how quickly SMEs can adapt to this change.,0.0,userC,39,0,2025-06-12T23:16:42.850315
544,fa_camp_0109,comment_179250,Is AI really the solution for everyone? Some businesses might struggle to implement it effectively.,-0.5,userD,44,0,2025-06-06T19:27:32.291591
545,fa_camp_0109,comment_812092,I just hope this doesn't replace jobs in our local marketing industry.,-0.7,userE,26,0,2025-06-09T18:30:44.587209
546,fa_camp_0110,comment_296359,Integrating AI is a game changer! Can't wait to see how it improves my marketing results.,0.9,johndoe,34,2,2025-06-04T14:34:34.373294
547,fa_camp_0110,comment_277788,"AI seems interesting, but how do we adapt it for smaller businesses?",0.1,samanthab,33,0,2025-05-19T19:55:48.758552
548,fa_camp_0110,comment_399478,Not sure if AI can really make a difference in our local market.,-0.3,markz,0,0,2025-05-27T00:38:19.645744
549,fa_camp_0110,comment_949194,I've already seen great results after using AI tools in my campaigns!,0.85,tinaspark,0,0,2025-05-27T22:17:40.382940
550,fa_camp_0110,comment_486599,It’s time for change! AI could be the boost we need in our marketing.,0.75,kevin_k,21,0,2025-05-22T17:07:09.168413
551,fa_camp_0111,comment_958425,It's amazing to see how SA businesses are adopting AI! This will definitely change the marketing landscape.,0.9,happyclient,33,0,2025-05-20T09:14:52.604381
552,fa_camp_0111,comment_999111,"AI marketing is a great tool, but I hope businesses don’t lose the personal touch with customers.",0.3,thoughtfuluser,27,0,2025-06-01T00:20:56.955198
553,fa_camp_0111,comment_264841,I’m curious about the ROI of AI in marketing. Are there any success stories?,0.2,curiousmarketer,8,0,2025-06-03T07:44:06.019870
554,fa_camp_0111,comment_962246,Absolutely love seeing innovation in our country! AI is the future.,0.85,futuristSA,35,0,2025-06-13T03:43:20.053651
555,fa_camp_0111,comment_821156,Not sure AI is the best approach for every business. Some things just need a human touch.,-0.5,skepticalobserver,45,0,2025-05-29T21:17:13.755683
556,fa_camp_0112,comment_954184,I love seeing how South African brands embrace AI! It's innovative and exciting.,0.9,userA,21,0,2025-05-18T01:57:39.660775
557,fa_camp_0112,comment_924318,Interesting strategies being implemented by these brands. AI is definitely the future!,0.7,userB,41,0,2025-06-04T21:18:18.928554
558,fa_camp_0112,comment_469752,I'm curious about the ethical implications of AI in marketing though.,0.0,userC,33,0,2025-05-30T22:27:41.954411
559,fa_camp_0112,comment_651816,Some of these AI strategies seem gimmicky and not genuine. Hope they improve.,-0.5,userD,38,0,2025-06-06T12:25:00.234108
560,fa_camp_0112,comment_511971,"AI can be a powerful tool if used correctly, but not all brands get it right.",-0.2,userE,77,0,2025-06-06T12:04:21.487053
561,fa_camp_0113,comment_285020,"I'm so inspired by these local businesses! Keep up the great work, South Africa!",0.9,user456,72,0,2025-06-02T08:40:38.587049
562,fa_camp_0113,comment_567664,Interesting initiative! I hope it helps more businesses thrive in our communities.,0.5,user789,87,1,2025-06-11T22:17:20.205133
563,fa_camp_0113,comment_204297,"Some of these businesses are doing great, but there are still many struggling to survive.",-0.2,user321,41,0,2025-05-24T16:36:46.498760
564,fa_camp_0113,comment_385514,Love seeing local talent shine! This is what we need more of in South Africa.,0.85,user654,54,2,2025-06-10T13:27:51.162362
565,fa_camp_0113,comment_562856,"Not all highlighted businesses are truly representative of the local scene, though.",-0.3,user987,32,0,2025-06-11T18:59:12.239789
566,fa_camp_0114,comment_241470,It's inspiring to see small businesses harnessing AI for growth. This is a game changer!,0.9,smallBizChampion,21,0,2025-05-30T10:44:15.282542
567,fa_camp_0114,comment_504817,Interesting approach! AI can be a powerful tool if used correctly. Excited to see more.,0.6,curiousMind,32,0,2025-06-12T01:10:25.425264
568,fa_camp_0114,comment_662352,"While AI offers opportunities, I hope it doesn't take away jobs from people. Balance is key.",0.1,concernedCitizen,33,1,2025-06-05T23:23:13.306938
569,fa_camp_0114,comment_402782,This infographic is eye-opening. AI is not just for big companies anymore!,0.85,infoSeeker,27,0,2025-05-26T05:30:09.043158
570,fa_camp_0114,comment_300521,AI won't help if the businesses aren't capable. Hope they can adapt!,-0.3,realist2023,37,0,2025-05-28T14:18:03.165939
571,fa_camp_0115,comment_377279,I'm excited to see how AI can transform marketing in South Africa! This infographic is informative.,0.9,userA,27,0,2025-05-27T00:39:05.020532
572,fa_camp_0115,comment_759450,Interesting approach! It would be great to see more case studies from local businesses.,0.6,userB,58,0,2025-05-28T08:05:52.062974
573,fa_camp_0115,comment_294998,"AI is the future of everything, but are we ready for it?",0.0,userC,51,0,2025-05-18T17:42:47.121256
574,fa_camp_0115,comment_999624,This infographic oversimplifies AI's impact. It's not all smooth sailing in marketing!,-0.5,userD,30,1,2025-05-17T11:55:50.998146
575,fa_camp_0115,comment_216678,Looks promising! But I wonder if smaller companies can actually afford these AI tools.,0.4,userE,2,0,2025-06-11T13:04:56.182709
576,fa_camp_0116,comment_180875,This tool is a game changer! Automation has never been easier. Excited to use it!,0.9,techlover01,75,0,2025-06-13T22:15:15.820070
577,fa_camp_0116,comment_175505,I like the idea but still have questions about its compatibility with current systems.,0.2,curious_user,6,0,2025-06-01T15:08:03.242631
578,fa_camp_0116,comment_583957,"Finally, something that can actually help streamline my marketing efforts. Thanks!",0.85,marketer123,9,0,2025-05-29T15:53:22.037063
579,fa_camp_0116,comment_781497,"Looks interesting, but I wonder about the pricing options. Is it worth it?",0.1,sceptical_guy,24,3,2025-06-07T07:10:05.647765
580,fa_camp_0116,comment_666456,"I’ve tried similar tools, and they didn't live up to the hype. Hope this one is different.",-0.6,frustrated_marketer,3,0,2025-06-08T11:45:32.919020
581,fa_camp_0117,comment_205036,This AI-driven marketing is a game changer! Excited to try it out.,0.9,happyclient,42,3,2025-06-13T12:11:36.723697
582,fa_camp_0117,comment_670352,"Interesting concept, but I wonder how it fits into existing strategies?",0.3,curious_marketer,45,0,2025-05-18T00:05:13.157013
583,fa_camp_0117,comment_707679,I hope this doesn’t just add more complexity to our workflow.,-0.4,skepticaluser,52,3,2025-05-26T17:53:57.537872
584,fa_camp_0117,comment_179421,Love the idea of automating processes! Can’t wait to see the results.,0.85,optimistic_entrepreneur,11,0,2025-05-18T23:06:40.966079
585,fa_camp_0117,comment_525802,"Looks promising, but will it actually improve customer engagement?",0.2,realist2023,34,0,2025-06-11T03:45:24.307233
586,fa_camp_0118,comment_712716,So excited about how AI is transforming marketing! Can't wait to see the results.,0.9,userA,0,0,2025-05-23T00:22:38.107622
587,fa_camp_0118,comment_245124,Interesting take on data usage! I wonder how this will affect small businesses.,0.5,userB,2,0,2025-06-04T10:22:11.197274
588,fa_camp_0118,comment_778844,"Data is everywhere, but handling it effectively is the real challenge! Looking forward to more updates.",0.3,userC,2,1,2025-05-29T12:33:54.994100
589,fa_camp_0118,comment_942047,"This sounds promising, but I hope it doesn't lead to more spam in my inbox.",-0.2,userD,1,0,2025-05-30T12:53:58.624234
590,fa_camp_0118,comment_625495,I'm not convinced that AI can truly understand consumer behavior. Let's wait and see.,-0.5,userE,0,0,2025-06-11T03:42:27.917982
591,fa_camp_0119,comment_653235,This sounds promising! Excited to see how it can help my business.,0.9,happycustomer,6,0,2025-05-27T00:14:15.066803
592,fa_camp_0119,comment_388367,Interesting idea. I wonder how it compares to other tools out there.,0.1,curiousmind,1,0,2025-05-25T00:39:06.314381
593,fa_camp_0119,comment_114452,"Amazing! Finally, affordable options for small businesses!",0.85,smallbizowner,3,0,2025-06-12T21:00:10.461360
594,fa_camp_0119,comment_473425,"Sounds good, but I need more details on pricing and features.",0.0,skepticaluser,10,2,2025-05-30T23:26:10.241648
595,fa_camp_0119,comment_246286,I’ve tried similar tools; not sure this one will deliver.,-0.7,doubter,1,0,2025-05-26T05:59:39.732743
596,fa_camp_0120,comment_644527,Impressed by the AI capabilities! This could really streamline our marketing efforts. Excited to try it out!,0.9,happycustomer,0,0,2025-06-11T00:04:57.519493
597,fa_camp_0120,comment_312106,"Seems promising, but I'd like to see some case studies on its effectiveness before investing.",0.1,curiousbuyer,1,0,2025-06-03T22:48:18.544594
598,fa_camp_0120,comment_222404,Not sure if AI is the answer. I've seen mixed results with similar tools before.,-0.5,skepticalmarketer,0,0,2025-05-23T08:25:42.240028
599,fa_camp_0120,comment_150159,This technology could really change the game for many businesses. Looking forward to learning more!,0.85,innovator79,1,0,2025-05-23T20:14:38.539762
600,fa_camp_0120,comment_501892,"Marketing automation is great, but I hope this doesn't lead to more impersonal interactions.",0.2,thoughtfulstrategist,0,0,2025-05-20T05:50:39.221966
601,fa_camp_0121,comment_614349,Excited to see how AI can boost my business! Count me in for the audit!,0.9,happy_client,0,0,2025-05-25T19:31:05.383746
602,fa_camp_0121,comment_384989,"This sounds interesting, but I have some concerns about data privacy.",0.2,curious_user,36,0,2025-06-03T01:54:27.717352
603,fa_camp_0121,comment_243942,AI is the future! Can't wait to leverage it for my marketing strategies.,0.85,marketing_guru,73,0,2025-05-28T15:44:57.392818
604,fa_camp_0121,comment_281596,Not sure if AI is worth the hype. I'll think about it.,0.1,skeptic101,50,0,2025-06-05T10:34:37.816132
605,fa_camp_0121,comment_552205,"Free audits are great, but how is this different from other services?",0.1,inquisitive_mind,47,0,2025-06-10T15:22:54.262707
606,fa_camp_0122,comment_568128,This sounds like a fantastic opportunity for small businesses! I'm definitely interested.,0.9,businessBabe,15,0,2025-06-02T05:44:31.927294
607,fa_camp_0122,comment_891016,AI marketing could really enhance our strategy. I'll check this out.,0.7,curiousMarketer,29,0,2025-06-05T23:10:45.063130
608,fa_camp_0122,comment_381583,"Free stuff is always good, but I wonder what the catch is.",0.0,scepticalSteve,5,1,2025-06-15T11:21:07.913407
609,fa_camp_0122,comment_670493,"Not sure if AI can really help my type of business, but I'll consider it.",0.2,neutralNina,24,3,2025-05-31T19:05:32.497599
610,fa_camp_0122,comment_377901,I doubt this will work for local businesses. AI isn't everything.,-0.6,realistRob,25,0,2025-05-27T14:20:43.238581
611,fa_camp_0123,comment_394403,This sounds amazing! Can't wait to see how AI can boost my marketing!,0.9,marketingGuru,0,0,2025-05-25T10:27:07.294410
612,fa_camp_0123,comment_995043,Interesting concept! I'm curious to learn more about how it works.,0.0,curiousCat,0,0,2025-06-10T17:31:31.332289
613,fa_camp_0123,comment_402352,"Finally, something that could help small businesses like mine. Sign me up!",0.85,smallBizOwner,2,0,2025-05-24T19:19:41.225093
614,fa_camp_0123,comment_448727,I've seen similar offers before. Hope this one is different.,0.2,skepticalJoe,2,0,2025-05-18T17:11:12.001822
615,fa_camp_0123,comment_783425,Not sure if AI is the answer to today's marketing problems.,-0.5,doubtingThomas,1,1,2025-06-10T02:39:56.026635
616,fa_camp_0124,comment_817227,This is an exciting step for South African businesses! Can't wait to see the impact of AI on marketing.,0.9,userA,6,0,2025-06-12T10:24:30.527331
617,fa_camp_0124,comment_706580,"AI seems like a promising tool for marketing, but I wonder how it will be implemented effectively.",0.0,userB,5,0,2025-06-08T06:13:04.646701
618,fa_camp_0124,comment_640180,Absolutely! AI can really help us understand our customers better and improve our strategies.,0.85,userC,0,0,2025-06-09T07:51:26.348318
619,fa_camp_0124,comment_614200,I'm skeptical about AI in marketing. Can it really deliver results for every business type?,-0.5,userD,4,0,2025-05-19T14:43:13.417316
620,fa_camp_0124,comment_234666,"Interesting concept, but what about the potential downsides? We should be cautious.",-0.3,userE,6,0,2025-05-27T20:36:31.247493
621,fa_camp_0125,comment_910534,Excited to see how AI can enhance our marketing efforts! Looking forward to the audit.,0.9,marketingGuru,40,2,2025-06-06T18:12:16.063734
622,fa_camp_0125,comment_663046,Curious about this audit but not sure how AI fits into my small business.,0.2,smallBizOwner,8,0,2025-06-12T09:25:22.765996
623,fa_camp_0125,comment_332052,I think AI is overrated in marketing. Let's see if this audit proves me wrong.,-0.5,skepticalMarketer,41,0,2025-05-27T23:07:03.824558
624,fa_camp_0125,comment_729454,This sounds interesting! I hope it provides real actionable insights.,0.7,insightSeeker,41,0,2025-05-21T22:26:54.491249
625,fa_camp_0125,comment_602299,I feel like every new trend is just a gimmick. Can AI really make a difference?,-0.3,doubtfulInnovator,38,3,2025-05-24T11:54:07.635790
626,fa_camp_0126,comment_467995,Exciting to see how AI is transforming South African businesses! The future looks bright.,0.9,user1,35,1,2025-06-03T02:44:03.914208
627,fa_camp_0126,comment_236271,"Interesting article! AI really has potential for growth, but I wonder about the challenges companies might face.",0.5,user2,32,0,2025-06-06T13:13:12.431942
628,fa_camp_0126,comment_985133,Not sure how AI can make such a difference. Traditional methods work just fine for us.,-0.4,user3,10,0,2025-05-20T10:44:26.536676
629,fa_camp_0126,comment_610634,Love seeing local businesses adopting innovative tech like AI. It’s about time we embraced the future!,0.85,user4,34,1,2025-05-29T00:25:02.837974
630,fa_camp_0126,comment_249244,AI is overrated. I don't think it will make a significant impact on our economy.,-0.6,user5,12,0,2025-06-13T10:59:16.725070
631,fa_camp_0127,comment_221352,Incredible insights! Excited to see how these brands leverage AI for marketing. #Innovation,0.9,jane_smith,13,0,2025-06-14T05:44:40.350039
632,fa_camp_0127,comment_149642,"Interesting examples, but I wish they had shown more diverse industries.",0.2,curious_learner,22,0,2025-05-18T06:22:48.606621
633,fa_camp_0127,comment_305894,This is definitely the future of marketing in South Africa. Can't wait to implement some of these ideas!,0.85,tech_guru,9,0,2025-05-18T13:52:23.513294
634,fa_camp_0127,comment_214604,"I don’t get why everyone is so excited about AI. It’s just a tool, nothing more.",-0.5,realist_101,28,0,2025-06-08T19:45:53.950642
635,fa_camp_0127,comment_982970,Cool to see how AI is being used locally! Need more of this kind of content.,0.7,local_marketer,6,0,2025-06-03T17:44:43.661309
636,fa_camp_0128,comment_438990,Absolutely! AI marketing is the future for South Africa's growth. Excited to see where it leads us!,0.9,user101,9,0,2025-05-26T06:56:11.700750
637,fa_camp_0128,comment_208666,"Interesting read, but how accessible is AI for small businesses in South Africa?",0.2,user202,4,1,2025-06-08T16:20:13.005298
